Frame;Time;HeadPosition;HandDetected;HighConfidence;HandPosition;HandVelocity;IsPinchGrabbing;IsPalmGrabbing;IsAutogripGrabbing;StrengthThumbIndex;StrengthThumbMiddle;StrengthThumbRing;StrengthThumbPinky;StrengthPalmIndex;StrengthPalmMiddle;StrengthPalmRing;StrengthPalmPinky;WristTwist
5150;45,14084244;(-0.079, 1.027, -0.150);True;True;(0.109, 0.797, 0.086);(-0.6697, 0.7027, -0.1898);False;True;False;1;1;0,9238604;0,4933524;0;0;0;0;135,848
5160;45,28084564;(-0.081, 1.031, -0.156);True;True;(0.030, 0.792, 0.098);(-0.7516, -0.3520, 0.1427);False;True;False;1;1;0,8558854;0,5034701;0;0;0;0;139,369
5170;45,42084885;(-0.088, 1.033, -0.153);True;True;(0.004, 0.750, 0.137);(0.1157, 0.0346, 0.0343);False;False;False;0;0;0;0;0;0;0;0;178,113
5180;45,56085205;(-0.090, 1.030, -0.146);True;True;(0.084, 0.739, 0.132);(0.6455, -0.2129, -0.0530);False;False;False;0;0;0;0;0;0;0;0;209,401
5190;45,70085526;(-0.080, 1.028, -0.141);True;True;(0.124, 0.655, 0.139);(-0.0806, -0.5345, 0.1333);False;False;False;0;0;0;0;0;0;0;0;207,284
5200;45,84085846;(-0.070, 1.027, -0.137);True;True;(0.086, 0.585, 0.162);(-0.2167, -0.0709, 0.0956);False;False;False;0;0;0;0;0;0;0;0;189,41
5210;45,98086166;(-0.067, 1.030, -0.136);True;True;(0.062, 0.586, 0.174);(0.0144, 0.0621, 0.0623);False;False;False;0;0;0;0;0;0;0;0;175,104
5215;46,04086304;(-0.069, 1.030, -0.137);True;True;(0.065, 0.596, 0.179);(0.0749, 0.2305, 0.0158);False;True;False;0;0;0;0;1;1;1;1;152,482
5220;46,12086487;(-0.072, 1.030, -0.139);True;True;(0.071, 0.625, 0.173);(0.0771, 0.3928, -0.0928);False;True;False;0;0;0;0;1;1;1;1;140,077
5225;46,18086624;(-0.075, 1.031, -0.142);True;True;(0.072, 0.669, 0.163);(-0.1169, 0.9558, -0.2570);False;True;False;0;0;0;0;1;1;1;1;125,682
5230;46,26086807;(-0.078, 1.032, -0.146);True;True;(0.055, 0.712, 0.150);(-0.2528, 0.3468, -0.1366);False;True;False;0;0;0;0;1;1;1;1;113,82
5235;46,32086945;(-0.082, 1.033, -0.149);True;True;(0.031, 0.734, 0.144);(-0.4730, 0.2993, -0.1032);False;True;False;0;0;0;0;1;1;1;1;105,634
5245;46,46087265;(-0.086, 1.034, -0.149);True;True;(-0.007, 0.726, 0.149);(-0.2902, -0.1067, 0.0648);False;True;False;0;0;0;0;1;1;1;1;113,537
5255;46,60087585;(-0.083, 1.031, -0.139);True;True;(0.019, 0.726, 0.145);(0.5571, 0.0272, -0.0937);False;False;False;0;0;0;0;0;0;0;0;162,269
5265;46,74087906;(-0.072, 1.028, -0.128);True;True;(0.140, 0.680, 0.140);(0.5041, -0.3966, 0.0408);False;False;False;0;0;0;0;0;0;0;0;206,224
5275;46,88088226;(-0.057, 1.025, -0.118);True;True;(0.200, 0.620, 0.164);(0.1347, -0.1838, 0.1370);False;False;False;0;0;0;0;0;0;0;0;211,104
5285;47,02088547;(-0.045, 1.024, -0.110);True;True;(0.210, 0.589, 0.201);(-0.0537, -0.0879, 0.0833);False;False;False;0;0;0;0;0;0;0;0;187,037
5290;47,08088684;(-0.043, 1.025, -0.110);True;True;(0.203, 0.581, 0.212);(-0.1235, -0.1602, 0.2386);False;False;False;0;0;0;0;0;0;0;0;157,511
5295;47,16088867;(-0.042, 1.026, -0.110);True;True;(0.192, 0.572, 0.214);(-0.1172, -0.1115, -0.0009);False;False;False;0;0;0;0;0;0;0;0;125,38
5300;47,22089005;(-0.045, 1.027, -0.113);True;True;(0.188, 0.561, 0.217);(-0.0613, -0.2013, 0.1129);False;False;False;0;0;0;0;0;0;0;0;113,56
5305;47,30089188;(-0.050, 1.028, -0.118);True;True;(0.186, 0.563, 0.220);(-0.0141, 0.1009, 0.0103);False;True;False;0;0;0;0;1;1;1;1;91,665
5310;47,36089325;(-0.057, 1.031, -0.125);True;True;(0.180, 0.588, 0.208);(-0.1520, 0.7257, -0.3729);False;True;False;0;0;0;0;1;1;1;1;106,699
5315;47,44089508;(-0.064, 1.033, -0.133);True;True;(0.166, 0.650, 0.181);(-0.0836, 0.6247, -0.2488);False;True;False;0;0;0;0;1;1;1;1;140,955
5320;47,50089645;(-0.072, 1.037, -0.141);True;True;(0.156, 0.708, 0.167);(-0.1763, 1.0488, -0.2177);False;True;False;0;0;0;0;1;1;1;1;205,522
5330;47,64089966;(-0.084, 1.045, -0.159);True;True;(0.094, 0.795, 0.142);(-0.7829, 0.5391, -0.1777);False;True;False;0;0;0;0;1;1;1;1;205,243
5340;47,78090286;(-0.090, 1.051, -0.174);True;True;(-0.010, 0.798, 0.150);(-1.2693, -0.3589, 0.5188);False;True;False;0;0;0;0;1;1;1;1;131,557
5350;47,92090607;(-0.093, 1.055, -0.185);True;True;(-0.056, 0.750, 0.174);(-0.1027, -0.2354, 0.1177);False;True;False;0;0;0;0;1;1;1;1;101,591
5365;48,1409111;(-0.091, 1.058, -0.191);True;True;(-0.016, 0.750, 0.175);(0.4958, 0.4032, -0.1487);False;False;False;0;0;0;0;0;0;0;0;106,186
5375;48,28091431;(-0.086, 1.055, -0.191);True;True;(0.068, 0.815, 0.150);(0.6415, 0.6420, -0.4223);False;False;False;0;0;0;0;0;0;0;0;110,932
5385;48,42091751;(-0.079, 1.052, -0.184);True;True;(0.134, 0.830, 0.108);(0.2779, -0.2033, -0.1127);False;False;False;0;0;0;0;0;0;0;0;127,383
5395;48,56092072;(-0.070, 1.047, -0.172);True;True;(0.167, 0.748, 0.104);(0.1847, -0.4750, 0.0125);False;False;False;0;0;0;0;0;0;0;0;147,194
5405;48,70092392;(-0.061, 1.042, -0.159);True;True;(0.187, 0.703, 0.096);(0.1042, -0.1462, -0.0424);False;False;False;0;0;0;0;0;0;0;0;161,137
5410;48,76092529;(-0.057, 1.040, -0.154);True;True;(0.195, 0.693, 0.093);(0.1329, -0.1502, -0.0365);False;False;False;0;0;0;0;0;0;0;0;171,158
5415;48,84092712;(-0.053, 1.037, -0.150);True;True;(0.208, 0.673, 0.101);(0.1847, -0.3576, 0.1457);False;False;False;0;0;0;0;0;0;0;0;190,695
5420;48,9009285;(-0.050, 1.035, -0.146);True;True;(0.217, 0.640, 0.113);(-0.0403, -0.5644, 0.1193);False;False;False;0;0;0;0;0;0;0;0;205,146
5425;48,98093033;(-0.048, 1.034, -0.143);True;True;(0.210, 0.615, 0.121);(-0.1393, -0.1902, 0.0615);False;False;False;0;0;0;0;0;0;0;0;206,685
5430;49,0409317;(-0.047, 1.034, -0.141);True;True;(0.205, 0.599, 0.126);(-0.0987, -0.2439, 0.0239);False;False;False;0;0;0;0;0;0;0;0;153,875
5435;49,12093353;(-0.047, 1.034, -0.140);True;True;(0.200, 0.589, 0.129);(-0.0325, 0.0060, 0.0200);False;False;False;0;0;0;0;0;0;0;0;108,674
5440;49,18093491;(-0.050, 1.034, -0.141);True;True;(0.203, 0.586, 0.136);(0.0873, 0.0204, 0.1533);False;False;False;0;0;0;0;0;0;0;0;92,328
5450;49,32093811;(-0.058, 1.035, -0.146);True;True;(0.201, 0.632, 0.142);(-0.0914, 0.7570, -0.0470);False;False;False;0;0;0;0;0;0;0;0;110,095
5460;49,46094131;(-0.066, 1.036, -0.153);True;True;(0.180, 0.711, 0.141);(-0.2837, 0.7107, 0.0072);False;False;False;0;0;0;0;0;0;0;0;132,18
5470;49,60094452;(-0.074, 1.037, -0.156);True;True;(0.175, 0.715, 0.154);(-0.0142, -0.0751, 0.0305);False;False;False;0;0;0;0;0;0;0;0;148,139
5480;49,74094772;(-0.076, 1.035, -0.150);True;True;(0.181, 0.684, 0.150);(0.0424, -0.2397, -0.0639);False;False;False;0;0;0;0;0;0;0;0;176,056
5490;49,88095093;(-0.073, 1.033, -0.143);True;True;(0.200, 0.651, 0.138);(0.0983, -0.0528, -0.0295);False;False;False;0;0;0;0;0;0;0;0;199,762
5500;50,02095413;(-0.068, 1.031, -0.140);True;True;(0.210, 0.652, 0.135);(-0.0113, 0.0235, 0.0182);False;False;False;0;0;0;0;0;0;0;0;208,012
5505;50,08095551;(-0.066, 1.030, -0.141);True;True;(0.208, 0.653, 0.136);(-0.0525, 0.0206, 0.0139);False;False;False;0;0;0;0;0;0;0;0;197,034
5510;50,16095734;(-0.066, 1.031, -0.142);True;True;(0.205, 0.653, 0.137);(-0.0340, 0.0001, 0.0136);False;False;False;0;0;0;0;0;0;0;0;129,633
5515;50,22095871;(-0.066, 1.031, -0.143);True;True;(0.199, 0.652, 0.140);(-0.1343, -0.0160, 0.0640);False;False;False;0;0;0;0;0;0;0;0;83,401
5520;50,30096054;(-0.067, 1.032, -0.143);True;True;(0.192, 0.645, 0.147);(-0.0575, -0.0972, 0.0727);False;False;False;0;0;0;0;0;0;0;0;65,053
5525;50,36096191;(-0.068, 1.032, -0.142);True;True;(0.184, 0.635, 0.155);(-0.2354, -0.1757, 0.1520);False;False;False;0;0;0;0;0;0;0;0;86,902
5530;50,44096375;(-0.069, 1.032, -0.141);True;True;(0.175, 0.627, 0.163);(-0.0444, -0.0822, 0.1071);False;False;False;0;0;0;0;0;0;0;0;111,539
5535;50,50096512;(-0.072, 1.032, -0.140);True;True;(0.174, 0.614, 0.173);(-0.0175, -0.2421, 0.1595);False;True;False;1;1;1;1;0;0;0;0;127,025
5545;50,64096832;(-0.077, 1.033, -0.139);True;True;(0.168, 0.628, 0.173);(-0.0658, 0.2555, -0.0273);False;True;False;1;1;1;1;0;0;0;0;159,118
5555;50,78097153;(-0.083, 1.033, -0.143);True;True;(0.122, 0.692, 0.177);(-0.3910, 0.4451, 0.0404);False;True;False;1;1;1;1;0;0;0;0;191,898
5565;50,92097473;(-0.091, 1.035, -0.149);True;True;(0.054, 0.741, 0.165);(-0.2931, 0.0460, 0.0206);False;True;False;1;1;1;0,964228;0;0;0;0;204,346
5575;51,06097794;(-0.097, 1.036, -0.151);True;True;(0.015, 0.737, 0.171);(-0.1200, -0.0308, 0.0277);False;True;False;1;1;1;0,8892348;0;0;0;0;206,19
5585;51,20098114;(-0.096, 1.036, -0.148);True;True;(0.008, 0.734, 0.173);(0.0933, 0.0330, -0.0508);False;True;False;1;1;1;1;0;0;0;0;200,308
5590;51,26098251;(-0.093, 1.035, -0.145);True;True;(0.021, 0.741, 0.172);(0.3515, 0.2105, -0.0311);False;False;False;0;0;0;0;0;0;0;0;178,11
5595;51,34098434;(-0.088, 1.033, -0.143);True;True;(0.064, 0.768, 0.159);(0.5381, 0.2715, -0.1936);False;False;False;0;0;0;0;0;0;0;0;149,155
5600;51,40098572;(-0.081, 1.030, -0.140);True;True;(0.119, 0.789, 0.134);(1.0975, 0.2154, -0.4336);False;False;False;0;0;0;0;0;0;0;0;134,063
5605;51,48098755;(-0.074, 1.028, -0.139);True;True;(0.170, 0.775, 0.120);(0.3038, -0.1094, -0.2844);False;False;False;0;0;0;0;0;0;0;0;128,623
5610;51,54098892;(-0.067, 1.026, -0.139);True;True;(0.199, 0.750, 0.099);(0.5223, -0.6572, -0.3551);False;False;False;0;0;0;0;0;0;0;0;126,792
5615;51,62099075;(-0.059, 1.025, -0.139);True;True;(0.226, 0.687, 0.096);(0.1672, -0.6504, -0.0806);False;False;False;0;0;0;0;0;0;0;0;122,398
5620;51,68099213;(-0.052, 1.024, -0.139);True;True;(0.231, 0.645, 0.086);(0.0289, -0.6450, -0.2032);False;False;False;0;0;0;0;0;0;0;0;119,562
5630;51,82099533;(-0.044, 1.023, -0.136);True;True;(0.225, 0.605, 0.085);(-0.0955, -0.2343, 0.0445);False;False;False;0;0;0;0;0;0;0;0;113,14
5640;51,96099854;(-0.042, 1.021, -0.129);True;True;(0.214, 0.589, 0.089);(-0.0472, -0.0607, 0.0243);False;False;False;0;0;0;0;0;0;0;0;112,696
5650;52,10100174;(-0.043, 1.018, -0.123);True;True;(0.200, 0.581, 0.091);(-0.0764, -0.0367, 0.0186);False;False;False;0;0;0;0;0;0;0;0;128,912
5660;52,24100494;(-0.046, 1.016, -0.121);True;True;(0.188, 0.579, 0.094);(-0.0670, 0.0089, 0.0141);False;False;False;0;0;0;0;0;0;0;0;158,341
5670;52,38100815;(-0.047, 1.016, -0.120);True;True;(0.178, 0.581, 0.099);(-0.0393, 0.0182, 0.0233);False;False;False;0;0;0;0;0;0;0;0;162,74
5675;52,44100952;(-0.047, 1.016, -0.120);True;True;(0.173, 0.582, 0.102);(-0.0735, 0.0140, 0.0595);False;False;False;0;0;0;0;0;0;0;0;157
5680;52,52101135;(-0.047, 1.016, -0.120);True;True;(0.171, 0.582, 0.106);(-0.0223, -0.0057, 0.0473);False;False;False;0;0;0;0;0;0;0;0;157,323
5685;52,58101273;(-0.048, 1.016, -0.120);True;True;(0.170, 0.581, 0.109);(-0.0194, -0.0029, 0.0765);False;False;False;0;0;0;0;0;0;0;0;155,825
5690;52,66101456;(-0.048, 1.016, -0.119);True;True;(0.172, 0.582, 0.109);(0.0425, 0.0247, -0.0209);False;False;False;0;0;0;0;0;0;0;0;145,963
5695;52,72101593;(-0.048, 1.015, -0.118);True;True;(0.180, 0.586, 0.108);(0.2209, 0.1206, -0.0505);False;False;False;0;0;0;0;0;0;0;0;138,128
5700;52,80101776;(-0.047, 1.015, -0.118);True;True;(0.193, 0.592, 0.099);(0.1146, 0.0214, -0.1244);False;False;False;0;0;0;0;0;0;0;0;142,78
5705;52,86101913;(-0.045, 1.014, -0.118);True;True;(0.199, 0.591, 0.090);(0.0359, 0.0334, -0.2192);False;False;False;0;0;0;0;0;0;0;0;147,238
5715;53,00102234;(-0.042, 1.013, -0.118);True;True;(0.192, 0.585, 0.083);(-0.1000, -0.1002, 0.0140);False;False;False;0;0;0;0;0;0;0;0;150,377
5725;53,14102554;(-0.040, 1.013, -0.116);True;True;(0.173, 0.577, 0.088);(-0.1770, -0.0658, 0.0506);False;False;False;0;0;0;0;0;0;0;0;153,39
5735;53,28102875;(-0.043, 1.013, -0.115);True;True;(0.160, 0.581, 0.095);(-0.0176, 0.0240, 0.0591);False;True;False;0;0;0;0;1;1;1;1;156,147
5745;53,42103195;(-0.050, 1.016, -0.117);True;True;(0.151, 0.611, 0.106);(-0.0368, 0.2207, 0.1136);False;True;False;0;0;0;0;1;1;1;1;160,977
5755;53,56103516;(-0.061, 1.019, -0.121);True;True;(0.117, 0.705, 0.129);(-0.3142, 0.6136, 0.0707);False;True;False;0;0;0;0;1;1;1;1;169,195
5765;53,70103836;(-0.076, 1.024, -0.129);True;True;(0.040, 0.818, 0.147);(-0.3775, 0.4012, 0.1786);False;True;False;0;0;0;0;1;1;1;1;172,274
5770;53,76103973;(-0.085, 1.027, -0.134);True;True;(0.003, 0.843, 0.152);(-0.7789, 0.3315, 0.0852);False;True;False;0;0;0;0;1;1;1;1;172,564
5775;53,84104156;(-0.094, 1.030, -0.138);True;True;(-0.033, 0.839, 0.164);(-0.3162, -0.1824, 0.1967);False;True;False;0;0;0;0;1;1;1;1;169,229
5780;53,90104294;(-0.102, 1.031, -0.142);True;True;(-0.060, 0.804, 0.176);(-0.4882, -0.9585, 0.1177);False;True;False;0;0;0;0;1;1;1;1;164,995
5785;53,98104477;(-0.109, 1.033, -0.145);True;True;(-0.075, 0.751, 0.182);(-0.1022, -0.6946, 0.1713);False;True;False;0;0;0;0;1;1;1;1;147,987
5790;54,04104614;(-0.114, 1.033, -0.145);True;True;(-0.075, 0.712, 0.181);(0.0697, -0.3234, -0.2111);False;True;False;0;0;0;0;0,6592329;0,7654535;0,7230024;0,7551666;151,548
5800;54,18104935;(-0.110, 1.033, -0.139);True;True;(-0.060, 0.723, 0.181);(0.2541, 0.3666, -0.1181);False;False;False;0;0;0;0;0;0;0;0;148,887
5810;54,32105255;(-0.091, 1.031, -0.133);True;True;(0.033, 0.792, 0.164);(1.2053, 0.5499, -0.2624);False;False;False;0;0;0;0;0;0;0;0;147,164
5820;54,46105576;(-0.067, 1.030, -0.127);True;True;(0.152, 0.752, 0.151);(0.5473, -0.5070, 0.1148);False;False;False;0;0;0;0;0;0;0;0;144,778
5830;54,60105896;(-0.043, 1.027, -0.121);True;True;(0.228, 0.671, 0.147);(0.0674, -0.1495, -0.1207);False;False;False;0;0;0;0;0;0;0;0;153,983
5840;54,74106216;(-0.031, 1.027, -0.123);True;True;(0.223, 0.628, 0.176);(0.1626, -0.4704, 0.3814);False;False;False;0;0;0;0;0;0;0;0;167,668
5845;54,80106354;(-0.033, 1.029, -0.123);True;True;(0.227, 0.613, 0.196);(-0.0631, 0.0789, 0.1340);False;False;False;0;0;0;0;0;0;0;0;166,295
5850;54,88106537;(-0.038, 1.030, -0.123);True;True;(0.215, 0.637, 0.196);(-0.1419, 0.2758, -0.0470);False;False;False;0;0;0;0;0;0;0;0;160,181
5855;54,94106674;(-0.045, 1.030, -0.125);True;True;(0.172, 0.694, 0.174);(-1.1458, 1.2868, -0.5050);False;False;False;0;0;0;0;0;0;0;0;147,848
5860;55,02106857;(-0.050, 1.031, -0.129);True;True;(0.102, 0.760, 0.139);(-0.8303, 0.6526, -0.5583);False;True;False;1;1;1;1;0;0;0;0;143,073
5865;55,08106995;(-0.054, 1.032, -0.135);True;True;(0.038, 0.783, 0.113);(-1.2263, 0.3156, -0.5057);False;True;False;1;1;1;1;0;0;0;0;148,312
5870;55,16107178;(-0.058, 1.034, -0.140);True;True;(-0.005, 0.768, 0.116);(-0.2913, -0.2302, 0.1065);False;True;False;1;1;1;1;0;0;0;0;157,372
5875;55,22107315;(-0.061, 1.035, -0.144);True;True;(-0.020, 0.738, 0.132);(-0.0839, -0.5574, 0.3079);False;True;False;1;0,7480693;0,7856095;0,539932;0;0;0;0;162,772
5885;55,36107635;(-0.065, 1.035, -0.140);True;True;(0.020, 0.738, 0.138);(0.8003, 0.4243, -0.2544);False;False;False;0;0;0;0;0;0;0;0;175,848
5895;55,50107956;(-0.059, 1.033, -0.137);True;True;(0.156, 0.778, 0.078);(1.2120, -0.0317, -0.4827);False;False;False;0;0;0;0;0;0;0;0;190,054
5905;55,64108276;(-0.048, 1.029, -0.137);True;True;(0.226, 0.728, 0.061);(0.1769, -0.3196, 0.0007);False;False;False;0;0;0;0;0;0;0;0;197,125
5915;55,78108597;(-0.038, 1.029, -0.137);True;True;(0.236, 0.676, 0.063);(-0.0160, -0.1308, 0.0025);False;False;False;0;0;0;0;0;0;0;0;195,971
5925;55,92108917;(-0.035, 1.028, -0.136);True;True;(0.234, 0.654, 0.068);(-0.0133, -0.1161, 0.0094);False;False;False;0;0;0;0;0;0;0;0;188,195
5935;56,06109238;(-0.037, 1.027, -0.135);True;True;(0.224, 0.640, 0.066);(-0.0510, -0.0082, -0.0197);False;False;False;0;0;0;0;0;0;0;0;181,098
5940;56,12109375;(-0.039, 1.027, -0.135);True;True;(0.221, 0.639, 0.065);(-0.0516, -0.0058, -0.0030);False;False;False;0;0;0;0;0;0;0;0;173,896
5945;56,20109558;(-0.041, 1.027, -0.135);True;True;(0.220, 0.639, 0.065);(-0.0082, 0.0055, -0.0021);False;False;False;0;0;0;0;0;0;0;0;165,007
5950;56,26109695;(-0.043, 1.027, -0.135);True;True;(0.219, 0.640, 0.066);(-0.0445, 0.0198, 0.0090);False;False;False;0;0;0;0;0;0;0;0;150,68
5955;56,34109879;(-0.045, 1.026, -0.135);True;True;(0.216, 0.641, 0.067);(-0.0282, 0.0111, 0.0156);False;False;False;0;0;0;0;0;0;0;0;149,645
5960;56,40110016;(-0.046, 1.026, -0.136);True;True;(0.211, 0.642, 0.071);(-0.1236, 0.0284, 0.1264);False;False;False;0;0;0;0;0;0;0;0;147,913
5970;56,54110336;(-0.052, 1.028, -0.138);True;True;(0.174, 0.629, 0.100);(-0.4707, -0.2442, 0.2917);False;False;False;0;0;0;0;0;0;0;0;154,683
5980;56,68110657;(-0.060, 1.029, -0.137);True;True;(0.148, 0.672, 0.113);(-0.3112, 0.8652, 0.0044);False;True;False;1;1;1;0,8342354;0;0;0;0;152,89
5990;56,82110977;(-0.064, 1.030, -0.142);True;True;(0.051, 0.758, 0.113);(-0.7361, 0.2307, -0.0019);False;True;False;1;1;1;0,8491452;0;0;0;0;148,814
6000;56,96111298;(-0.070, 1.034, -0.146);True;True;(0.006, 0.720, 0.149);(0.0757, -0.0132, 0.0663);False;False;False;0;0;0;0;0;0;0;0;136,165
6010;57,10111618;(-0.077, 1.035, -0.144);True;True;(0.087, 0.736, 0.119);(0.8217, -0.0913, -0.3233);False;False;False;0;0;0;0;0;0;0;0;129,598
6020;57,24111938;(-0.071, 1.034, -0.147);True;True;(0.159, 0.670, 0.118);(-0.0379, -0.2351, 0.2903);False;False;False;0;0;0;0;0;0;0;0;126,248
6025;57,30112076;(-0.068, 1.034, -0.147);True;True;(0.148, 0.647, 0.134);(-0.2165, -0.4138, 0.2653);False;False;False;0;0;0;0;0;0;0;0;87,879
6030;57,38112259;(-0.067, 1.035, -0.144);True;True;(0.148, 0.648, 0.139);(0.0212, 0.1407, -0.0119);False;False;False;0;0;0;0;0;0;0;0;135,275
6035;57,44112396;(-0.066, 1.034, -0.142);True;True;(0.144, 0.680, 0.122);(-0.1696, 0.8686, -0.5161);False;True;False;1;1;1;1;0;0;0;0;173,571
6040;57,52112579;(-0.064, 1.033, -0.143);True;True;(0.111, 0.748, 0.094);(-0.4736, 0.5180, -0.1625);False;True;False;1;1;1;1;0;0;0;0;147,164
6045;57,58112717;(-0.062, 1.032, -0.145);True;True;(0.055, 0.761, 0.094);(-1.0870, -0.3548, 0.3832);False;True;False;1;1;1;1;0;0;0;0;144,778
6050;57,661129;(-0.062, 1.032, -0.146);True;True;(0.017, 0.730, 0.117);(-0.1124, -0.4322, 0.4194);False;True;False;1;1;1;1;0;0;0;0;153,983
6055;57,72113037;(-0.065, 1.033, -0.143);True;True;(0.027, 0.711, 0.139);(0.3173, 0.0531, 0.0194);False;False;False;0;0;0;0;0;0;0;0;167,668
6065;57,86113358;(-0.069, 1.033, -0.137);True;True;(0.148, 0.715, 0.102);(1.9123, -0.3775, -0.4211);False;False;False;0;0;0;0;0;0;0;0;166,295
6075;58,00113678;(-0.063, 1.030, -0.139);True;True;(0.184, 0.667, 0.122);(-0.0869, -0.1210, 0.2329);False;False;False;0;0;0;0;0;0;0;0;160,181
6085;58,14113998;(-0.064, 1.033, -0.137);True;True;(0.188, 0.624, 0.167);(-0.0119, 0.1359, -0.0381);False;True;False;0,7849327;1;1;1;0;0;0;0;147,848
6095;58,28114319;(-0.069, 1.031, -0.135);True;True;(0.164, 0.745, 0.088);(-0.2517, 0.6663, -0.4234);False;True;False;1;1;1;1;0;0;0;0;143,073
6105;58,42114639;(-0.068, 1.031, -0.147);True;True;(0.046, 0.790, 0.083);(-0.7372, -0.1737, 0.2052);False;True;False;1;1;1;1;0;0;0;0;148,312
6110;58,48114777;(-0.069, 1.032, -0.151);True;True;(-0.006, 0.759, 0.111);(-0.8853, -0.7008, 0.5438);False;True;False;1;1;1;0,8393517;0;0;0;0;157,372
6115;58,5611496;(-0.072, 1.034, -0.150);True;True;(-0.014, 0.723, 0.150);(0.1453, -0.0847, 0.1689);False;False;False;0;0;0;0;0;0;0;0;162,772
6120;58,62115097;(-0.076, 1.035, -0.146);True;True;(0.006, 0.731, 0.142);(0.4621, 0.2173, -0.1999);False;False;False;0;0;0;0;0;0;0;0;175,848
6125;58,7011528;(-0.078, 1.035, -0.143);True;True;(0.054, 0.750, 0.118);(0.7898, 0.3344, -0.4887);False;False;False;0;0;0;0;0;0;0;0;190,054
6130;58,76115417;(-0.078, 1.034, -0.141);True;True;(0.119, 0.785, 0.059);(1.0451, 0.7405, -1.3093);False;False;False;0;0;0;0;0;0;0;0;197,125
6135;58,84115601;(-0.075, 1.032, -0.142);True;True;(0.160, 0.800, 0.022);(0.2834, 0.1059, -0.2914);False;False;False;0;0;0;0;0;0;0;0;195,971
6140;58,90115738;(-0.070, 1.031, -0.144);True;True;(0.187, 0.801, 0.004);(0.4370, -0.0342, -0.2736);False;False;False;0;0;0;0;0;0;0;0;188,195
6150;59,04116058;(-0.061, 1.031, -0.149);True;True;(0.212, 0.780, -0.002);(0.1806, -0.2261, 0.0295);False;False;False;0;0;0;0;0;0;0;0;181,098
6160;59,18116379;(-0.055, 1.032, -0.149);True;True;(0.228, 0.764, -0.002);(0.0317, -0.0552, -0.0324);False;False;False;0;0;0;0;0;0;0;0;173,896
6170;59,32116699;(-0.054, 1.031, -0.148);True;True;(0.233, 0.757, -0.007);(0.0162, -0.0140, -0.0022);False;False;False;0;0;0;0;0;0;0;0;165,007
6180;59,4611702;(-0.055, 1.030, -0.148);True;True;(0.235, 0.753, -0.009);(-0.0198, -0.0174, 0.0230);False;False;False;0;0;0;0;0;0;0;0;150,68
6190;59,6011734;(-0.054, 1.030, -0.148);True;True;(0.208, 0.741, 0.024);(-0.2680, -0.1336, 0.3674);False;False;False;0;0;0;0;0;0;0;0;149,645
6195;59,66117477;(-0.055, 1.030, -0.148);True;True;(0.177, 0.705, 0.077);(-0.6184, -0.8627, 1.1299);False;False;False;0;0;0;0;0;0;0;0;147,913
6200;59,74117661;(-0.057, 1.031, -0.147);True;True;(0.151, 0.660, 0.123);(-0.2451, -0.4203, 0.3430);False;False;False;0;0;0;0;0;0;0;0;154,683
6205;59,80117798;(-0.062, 1.031, -0.144);True;True;(0.139, 0.638, 0.146);(-0.2324, -0.1145, 0.2978);False;False;False;0;0;0;0;0;0;0;0;152,89
6210;59,88117981;(-0.067, 1.032, -0.138);True;True;(0.137, 0.650, 0.147);(-0.0326, 0.3490, -0.0234);False;False;False;0;0;0;0;0;0;0;0;148,814
6215;59,94118118;(-0.070, 1.031, -0.136);True;True;(0.131, 0.697, 0.126);(-0.2297, 1.1116, -0.5384);False;False;False;0;0;0;0;0;0;0;0;136,165
